Date,Open,High,Low,Close,Volume,returns,log_returns,body_size,hl_range,upper_wick,lower_wick,body_direction,ret_1d,close_lag1,ret_2d,close_lag2,ret_3d,close_lag3,ret_5d,close_lag5,ret_10d,close_lag10,vol_sma20,vol_ratio,ema9,ema21,sma20,sma50,sma100,sma200,dist_ema9,dist_ema21,dist_sma20,dist_sma50,dist_sma100,ema9_vs_ema21,ema21_vs_sma50,price_vs_sma50,price_vs_sma200,rsi,rsi_prev,rsi_delta,macd,macd_signal,macd_hist,macd_cross,bb_upper,bb_mid,bb_lower,bb_width,bb_pct,atr,atr_pct,volatility_10,volatility_20,day_of_week,month,quarter,target
2014-04-22,1418.59,1420.1,1355.07,1408.37,92524,-0.007204336700526559,-0.007230413252495308,0.007204336700526599,0.04584129311499445,0.00106443722287623,0.03757251919159162,-1.0,-0.007204336700526559,1418.59,-0.007603089151329123,1419.16,-0.0031920616046657857,1412.88,0.0016927574164822268,1405.99,0.02002578364911045,1380.72,76913.8,1.2029570766234408,1407.023892781004,1387.9868319648847,1386.3515000000002,1342.532,1315.6461,1301.3566,0.0009557908923052463,0.014472878600875627,0.01563403082996633,0.0467476586408401,0.06583774150258807,1.0,1.0,1.0,1.0,62.75724545598736,68.51280731618758,-5.755561860200217,21.466405559805253,21.288782295789073,0.17762326401618012,1.0,1442.7654886627702,1386.3515000000002,1329.9375113372303,0.08138482724297545,0.6951510655533163,26.753174112371845,0.018995842081535284,0.009801407033554917,0.00818474924402917,1,4,2,0
2014-04-23,1408.37,1438.5,1370.65,1390.07,118666,-0.012993744541562213,-0.013078901718245347,0.0129937445415622,0.04817626049972657,0.021393525849031227,0.013788990109133144,-1.0,-0.012993744541562213,1408.37,-0.020104469931410796,1418.59,-0.02049804109473219,1419.16,-0.00964655424227523,1403.61,-0.017451723260482388,1414.76,82021.2,1.4467722978937154,1403.6331142248032,1388.1762108771677,1387.6125,1344.4844,1316.6933000000001,1301.9290500000002,-0.009757144765949383,0.001362369609323438,0.0017678965807477191,0.0327937441999323,0.05278633450114009,1.0,1.0,1.0,1.0,54.00820224481167,62.75724545598736,-8.749043211175689,18.897253387588535,20.810476514148966,-1.9132231265604318,-1.0,1443.1230800726403,1387.6125,1332.1019199273596,0.08000876335812819,0.5221354199169059,29.68866167577385,0.021357673840723023,0.007077567181543299,0.008642860027737486,2,4,2,0
2014-04-24,1390.07,1412.11,1344.5,1385.09,137287,-0.0035825533965915257,-0.0035889861092979654,0.0035825533965915517,0.04863783838223967,0.0158553166387304,0.029199968346917723,-1.0,-0.0035825533965915257,1390.07,-0.016529747154511942,1408.37,-0.023614997990962894,1418.59,-0.01966904478795095,1412.88,-0.026593015819471155,1422.93,85758.6,1.6008540251356713,1399.9244913798427,1387.8956462519707,1389.1305,1346.2686,1317.6721,1302.4351000000001,-0.010710128135964309,-0.002025605738234163,-0.00291713895847928,0.02802807037809804,0.048674021182738975,1.0,1.0,1.0,1.0,51.888237944745,54.00820224481167,-2.1199643000666697,16.271766604369304,19.902734532193033,-3.630967927823729,-1.0,1442.4730555305268,1389.1305,1335.7879444694731,0.07679991984990157,0.4621268613747808,32.39732869893285,0.023390053136570804,0.006573526818810651,0.008488307347699542,3,4,2,1
2014-04-25,1385.09,1400.23,1381.06,1396.1,67019,0.007948941946010812,0.007917515534940411,0.007948941946010722,0.013840255867849796,0.0029817556981857566,0.0029095582236533172,1.0,0.007948941946010812,1385.09,0.0043379110404511145,1390.07,-0.00871219920901467,1408.37,-0.01624904873305344,1419.16,-0.011624614164755243,1412.52,88586.05,0.7565412387164796,1399.1595931038742,1388.6414965927006,1391.6545,1347.9559999999997,1318.6429999999998,1302.93765,-0.002191528618203746,0.005342384791418455,0.0031842274908672813,0.03448463577107674,0.055480982737626326,1.0,1.0,1.0,1.0,56.00031334554004,51.888237944745,4.112075400795042,14.907618650515587,18.903711355857546,-3.996092705341958,-1.0,1440.9522695556193,1391.6545,1342.356730444381,0.07084771335934198,0.5450882467860861,31.45251950615194,0.022528844284902188,0.007123095457218356,0.00840702240204807,4,4,2,1
2014-04-28,1396.1,1404.16,1386.18,1399.19,148923,0.002213308502256428,0.002210862743141477,0.00221330850225639,0.012878733615070567,0.0035599169113960517,0.007105508201418126,1.0,0.002213308502256428,1396.1,0.010179843909060127,1385.09,0.00656082067809538,1390.07,-0.013675551075363446,1418.59,-0.0002857979836951019,1399.59,95537.2,1.5587959454537081,1399.1656744830993,1389.6004514479096,1394.346,1350.0597999999998,1319.7181,1303.25595,1.738542792666975e-05,0.006853642859147429,0.0034620030160307396,0.035113315561146295,0.0567985048492342,1.0,1.0,1.0,1.0,57.10831089484617,56.00031334554004,1.107997549306127,13.915450098059864,17.90605910429801,-3.990609006238145,-1.0,1438.6238368701067,1394.346,1350.0681631298933,0.06351054454218212,0.5547000524625411,30.490196684283948,0.02179131975234525,0.006588133676787303,0.008393576209984415,0,4,2,0
2014-04-29,1399.19,1400.59,1382.09,1384.35,27175,-0.010606136407492972,-0.01066278235804825,0.01060613640749301,0.013221935548424445,0.0010005789063671578,0.001615220234564277,-1.0,-0.010606136407492972,1399.19,-0.008416302557123445,1396.1,-0.0005342613115393302,1385.09,-0.017055177261657062,1408.37,-0.01539129012297391,1405.99,92666.0,0.2932575054496795,1396.2025395864794,1389.1231376799176,1396.06,1351.808,1320.6748,1303.4530499999998,-0.00856180849241843,-0.0034479269548291125,-0.008458843500559856,0.023507061075594984,0.04599646043269398,1.0,1.0,1.0,1.0,50.52753055885256,57.10831089484617,-6.580780335993609,11.795711772368804,16.68398963791217,-4.888277865543365,-1.0,1435.512309384756,1396.06,1356.6076906152439,0.05651950401093945,0.3515929715780308,29.633754063977953,0.02140625857910063,0.0071450111134898665,0.008842459028588974,1,4,2,1
2014-04-30,1384.35,1394.88,1384.06,1386.98,45267,0.0018998085744212911,0.0018980062205021552,0.0018998085744212875,0.007815942500090415,0.00570664933001054,0.00020948459565858608,1.0,0.0018998085744212911,1384.35,-0.008726477461960203,1399.19,-0.006532483346465057,1396.1,-0.002222909637644044,1390.07,-0.011848020461524111,1403.61,88392.95,0.5121109771763472,1394.3580316691834,1388.9283069817432,1397.7085000000002,1353.5328,1321.6948000000002,1303.77825,-0.005319493914247811,-0.0014047116625640918,-0.007735151191798128,0.024115127831691924,0.04707003705893366,1.0,1.0,1.0,1.0,51.592164420187764,50.52753055885256,1.0646338613352029,10.210324630903187,15.389256636510375,-5.178932005607187,-1.0,1432.2069980756373,1397.7085000000002,1363.210001924363,0.04936436757111678,0.3445077235417221,28.28991448797954,0.020396771754444577,0.007226848855574504,0.008835333077425884,2,4,2,1
2014-05-01,1386.98,1420.01,1383.76,1392.21,150548,0.0037707825635553416,0.0037636909845954252,0.0037707825635553637,0.026135921210111178,0.020043547852167987,0.002321590794387826,1.0,0.0037707825635553416,1386.98,0.005677754903023136,1384.35,-0.004988600547459643,1399.19,0.005140460186702667,1385.09,-0.014629692542891148,1412.88,95088.6,1.5832392105888613,1393.928425335347,1389.2266427106756,1399.092,1355.1660000000002,1322.9243,1304.07205,-0.001234314748024267,0.0021428931621841753,-0.004943219772879136,0.026608054819315958,0.04976670186250647,1.0,1.0,1.0,1.0,53.72479513606931,51.592164420187764,2.1326307158815467,9.269063199488073,14.165217949105916,-4.896154749617843,-1.0,1430.0248574071243,1399.092,1368.159142592876,0.044218475135479544,0.3887590643533012,28.858492024552433,0.0207285481533335,0.006939142318970191,0.008724257536488577,3,5,2,0
2014-05-02,1392.21,1399.22,1379.31,1381.88,110560,-0.007419857636419724,-0.0074475217073530576,0.007419857636419741,0.01430100344057296,0.0050351599255859325,0.0018459858785672878,-1.0,-0.007419857636419724,1392.21,-0.003677053742663805,1386.98,-0.0017842308664715034,1384.35,-0.010185516796790917,1396.1,-0.026269060571042058,1419.16,95707.65,1.1551845646612366,1391.5187402682775,1388.5587661006143,1399.9225000000001,1356.8619999999999,1324.0088,1304.31605,-0.006975092097922676,-0.0048331013551207135,-0.013056488262367221,0.018104321648768528,0.041878600167887255,1.0,1.0,1.0,1.0,49.12163459870223,53.72479513606931,-4.603160537367081,7.601931728157297,12.852560704916193,-5.250628976758897,-1.0,1427.769936147715,1399.9225000000001,1372.0750638522852,0.03978425398222389,0.17604737641787208,28.219314022798695,0.020420958420990745,0.006831448663263472,0.008927069899090787,4,5,2,1
2014-05-05,1381.88,1398.52,1376.28,1384.29,33804,0.0017440009262741363,0.0017424819224982743,0.0017440009262742453,0.016094016846614764,0.010297565635221594,0.004052450285118922,1.0,0.0017440009262741363,1381.88,-0.005688796948736252,1392.21,-0.0019394656015228051,1386.98,-0.010649018360623042,1399.19,-0.02417893824149331,1418.59,95432.2,0.3542200640873835,1390.072992214622,1388.1706964551038,1399.9640000000002,1358.8901999999998,1325.0798000000002,1304.5976,-0.004177587221335145,-0.002803384012817991,-0.011322771962522453,0.018348611923802195,0.042772973871081754,1.0,1.0,1.0,1.0,50.19381057908042,49.12163459870223,1.0721759803781907,6.401393604144232,11.562327284761801,-5.160933680617569,-1.0,1427.7104280489355,1399.9640000000002,1372.2175719510649,0.03963877363837253,0.21754922881290997,27.792220164027363,0.02007687707346536,0.006943015596479834,0.008427127711599938,0,5,2,1
2014-05-06,1384.29,1387.33,1382.92,1385.53,54791,0.000895766060579728,0.0008953651015878572,0.0008957660605797984,0.003185748650932864,0.0013003055718093424,0.0009896770185437234,1.0,0.000895766060579728,1384.29,0.00264132920369331,1381.88,-0.004798126719388618,1392.21,0.0008523855961282134,1384.35,-0.01621732925296615,1408.37,94071.8,0.5824380951571034,1389.1643937716976,1387.9306331410035,1400.2045,1360.8067999999998,1326.1545,1304.8951000000002,-0.0026231072381670984,-0.0017326460928334152,-0.010591253888403774,0.017843857585184107,0.04285399810902678,1.0,1.0,1.0,1.0,50.768672832697305,50.19381057908042,0.5748622536168853,5.4867680812944855,10.347215444068338,-4.8604473627738525,-1.0,1427.3249226601324,1400.2045,1373.0840773398677,0.038737802456901636,0.22945664999164295,26.122061580882544,0.01885347959328383,0.006794986333216786,0.008415517581980959,1,5,2,0
2014-05-07,1385.53,1440.85,1350.19,1372.15,102881,-0.009656954378468807,-0.009703885145659773,0.009656954378468804,0.06543344424155367,0.03992695935851258,0.015849530504572284,-1.0,-0.009656954378468807,1385.53,-0.008769838689869802,1384.29,-0.007041132370393943,1381.88,-0.010692295490922654,1386.98,-0.012891437121871463,1390.07,95677.8,1.0752860120111456,1385.7615150173583,1386.4960301281849,1398.074,1362.3708,1327.1136999999999,1305.1257,-0.009919844781808268,-0.010455147125448962,-0.01889297817294026,0.007126917611048481,0.032821703166563576,-1.0,1.0,1.0,1.0,44.76474207043696,50.768672832697305,-6.003930762260346,3.640303434260886,9.005833042106849,-5.3655296078459624,-1.0,1427.0135707239285,1398.074,1369.1344292760716,0.041399197358549626,0.05210116543613715,30.731914325105212,0.022396905823055212,0.006223179631418508,0.006490687238305137,2,5,2,1
2014-05-08,1372.15,1380.15,1371.9,1377.08,110310,0.003592901650694147,0.0035864625982042217,0.0035929016506940467,0.006012462194366504,0.002237364719600746,0.00018219582407171228,1.0,0.003592901650694147,1372.15,-0.006098749215101784,1385.53,-0.005208446207080941,1384.29,-0.010867613362926631,1392.21,-0.005783017710040528,1385.09,96544.45,1.1425825099215958,1384.0252120138866,1385.640027389259,1395.7815,1363.9591999999998,1328.2723999999998,1305.35,-0.005043433942753292,-0.006216071244415122,-0.013580547244895085,0.009527986754582265,0.03544282104162438,-1.0,1.0,1.0,1.0,47.24054272513896,44.76474207043696,2.475800654701999,2.5454345121206643,7.713753336109612,-5.1683188239889475,-1.0,1423.6757939081208,1395.7815,1367.8872060918793,0.03996942774799744,0.16477911106542803,29.126063301883413,0.021150596408257626,0.0063421475594255695,0.006379571480649653,3,5,2,1
2014-05-09,1377.08,1390.81,1374.14,1384.48,23687,0.005373689255526282,0.005359302504358195,0.005373689255526252,0.012105324309408201,0.004596682836145996,0.0021349522177359537,1.0,0.005373689255526282,1377.08,0.0089858980432167,1372.15,-0.0007578327427049114,1385.53,0.0018814947752336941,1381.88,-0.008323186018193485,1396.1,94166.5,0.2515438080421381,1384.1161696111094,1385.534570353872,1394.3795,1365.5996000000002,1329.5429000000001,1305.61765,0.0002627920872028627,-0.0007617086226394714,-0.007150338033052112,0.013637177857390343,0.03968067433260132,-1.0,1.0,1.0,1.0,50.80497185545524,47.24054272513896,3.5644291303162845,2.248936815148909,6.620790031917472,-4.371853216768563,-1.0,1421.5405002722748,1394.3795,1367.2184997277252,0.03895783073729183,0.3177626026088795,28.236344494606016,0.020394909637268876,0.006003875783362435,0.006413887597125744,4,5,2,1
2014-05-12,1384.48,1403.79,1359.44,1398.31,122262,0.009989310065873003,0.009939746703961127,0.009989310065873055,0.032033687738356575,0.003958164798335851,0.018086212874147668,1.0,0.009989310065873003,1384.48,0.015416678769570424,1377.08,0.01906497103086391,1372.15,0.010127935620426243,1384.29,-0.0006289353125737973,1399.19,95096.1,1.2856678665055663,1386.9549356888876,1386.6959730489743,1394.3155000000002,1367.6562,1330.9805999999999,1305.9146,0.00812056290172587,0.008305759775032437,0.0028566626856704087,0.021922034455878918,0.04815055316775256,1.0,1.0,1.0,1.0,56.69363295840358,50.80497185545524,5.88866110294834,3.094257003388975,5.915483426211773,-2.8212264228227975,-1.0,1421.4307988279193,1394.3155000000002,1367.200201172081,0.03889406497728685,0.5736576798355846,29.387319887848438,0.021016312468514448,0.006874069104313786,0.006553074309044095,0,5,2,1
2014-05-13,1398.31,1421.94,1366.14,1411.84,143307,0.009675965987513413,0.00962945362263826,0.009675965987513479,0.03990531427222859,0.007223004913073737,0.023006343371641372,1.0,0.009675965987513413,1398.31,0.019761932277822636,1384.48,0.025241816016498664,1377.08,0.0189891232957784,1385.53,0.019857694947087,1384.35,94105.25,1.5228374612468487,1391.93194855111,1388.9817936808856,1394.608,1369.9134,1332.6328,1306.18705,0.014100784401128929,0.016190365989853163,0.01220534904805075,0.02969642452402539,0.05610210788757921,1.0,1.0,1.0,1.0,61.54345607575694,56.69363295840358,4.84982311735336,4.8005989514015255,5.692506531249723,-0.8919075798481977,-1.0,1422.3720066879666,1394.608,1366.8439933120333,0.039816216009038646,0.8103298488733299,31.273939895859264,0.02215119269595653,0.006374277332244487,0.006832600307414076,1,5,2,0
2014-05-14,1411.84,1412.52,1385.59,1395.19,48513,-0.011793121033544796,-0.011863211487191822,0.011793121033544782,0.019074399365367225,0.0004816409791478239,0.006799637352674621,-1.0,-0.011793121033544796,1411.84,-0.002231264884038464,1398.31,0.007735756385068848,1384.48,0.016791167146448904,1372.15,0.005919335534759096,1386.98,93309.4,0.5199154640368495,1392.5835588408881,1389.5461760735323,1394.187,1371.7536000000002,1334.1264999999999,1306.3891,0.0018681621564890156,0.004045200959344464,0.0007188985012795077,0.016797998838867696,0.043767157161390347,1.0,1.0,1.0,1.0,53.5899499014853,61.54345607575694,-7.953506174271645,4.754563737435319,5.504917972486843,-0.7503542350515238,-1.0,1421.62975657477,1394.187,1366.7442434252298,0.039367397020299434,0.5182744032427852,30.963658474726465,0.02219314822692713,0.007731584566459289,0.007341022020384009,2,5,2,0
2014-05-15,1395.19,1407.64,1362.05,1384.19,39226,-0.007884230821608496,-0.007915475705708462,0.007884230821608527,0.0326765530142849,0.008923515793547864,0.015868806399128504,-1.0,-0.007884230821608496,1395.19,-0.019584372166817632,1411.84,-0.010097903898277139,1398.31,0.005163098730647464,1377.08,-0.005760625193038438,1392.21,91478.7,0.42879927239893006,1390.9048470727105,1389.0592509759383,1392.7525,1373.5214,1335.4560000000001,1306.5489,-0.004851102141115328,-0.0035177619950572227,-0.0061859282323958415,0.007707467905417586,0.03520759433314785,1.0,1.0,1.0,1.0,49.07740569616842,53.5899499014853,-4.512544205316878,3.7868203220778014,5.161298442405036,-1.3744781203272343,-1.0,1419.0568089326082,1392.7525,1366.448191067392,0.03777312757666296,0.3372414948768577,32.008397155103154,0.023124280015823805,0.008073492370477444,0.007341343942974802,3,5,2,1
2014-05-16,1384.19,1410.63,1360.23,1391.04,148010,0.00494874258591671,0.004936537808299415,0.004948742585916608,0.03641118632557676,0.014152681351548664,0.017309762388111483,1.0,0.00494874258591671,1384.19,-0.0029745052645160364,1395.19,-0.014732547597461454,1411.84,0.004738241072460347,1384.48,0.006628650823515603,1381.88,91886.1,1.6107985865109085,1390.9318776581686,1389.2393190690348,1391.3465,1374.9788,1336.6344,1306.6468,7.772770145459793e-05,0.0012944853713517943,-0.00022033873936058048,0.011546181274442052,0.0391114561766736,1.0,1.0,1.0,1.0,51.79931647204698,49.07740569616842,2.7219107758785626,3.5319008904207294,4.835418932008174,-1.303518041587445,-1.0,1414.5283624882059,1391.3465,1368.1646375117944,0.033322917746522164,0.49338922831050636,33.322083072595795,0.02395479862016606,0.007849331778101452,0.007361807888184197,4,5,2,1
2014-05-19,1391.04,1400.81,1382.8,1397.87,25210,0.004909995399125844,0.004897980683797707,0.004909995399125781,0.012947147458017018,0.0021135265700483485,0.005923625488842887,1.0,0.004909995399125844,1391.04,0.009883036288370617,1384.19,0.0019208853274463866,1395.19,-0.0003146655605695825,1398.31,0.00981008314731735,1384.29,87498.5,0.2881192249009983,1392.3195021265349,1390.023926426395,1390.3105,1376.4474,1337.8529999999998,1306.7314,0.003970682447913626,0.005612877859604131,0.005407870545901868,0.015325173299376821,0.042934607653072214,1.0,1.0,1.0,1.0,54.415654781014354,51.79931647204698,2.6163383089673715,3.8367714110263478,4.635689427811809,-0.7989180167854615,-1.0,1409.9468030876078,1390.3105,1370.6741969123923,0.028247363574694654,0.6924878620374848,32.228362853124665,0.023055336228064605,0.007960295936984534,0.007478949883240128,0,5,2,1
2014-05-20,1397.87,1405.87,1395.17,1404.72,79607,0.004900312618483893,0.004888345166850263,0.004900312618483934,0.007654502922303089,0.0008226802206212765,0.0019315100831978785,1.0,0.004900312618483893,1397.87,0.009834368530020843,1391.04,0.014831778874287549,1384.19,-0.005043064369900208,1411.84,0.013850295554769687,1385.53,86852.65,0.916575372196473,1394.7996017012279,1391.3599331149046,1390.128,1378.3156,1339.1026000000002,1306.87815,0.007062189118665763,0.009510839800882326,0.010387835298137776,0.018796913263853382,0.04671208497067021,1.0,1.0,1.0,1.0,56.940112741899,54.415654781014354,2.5244579608846465,4.5783449367315825,4.624220529595764,-0.045875592864181414,-1.0,1409.1146874137746,1390.128,1371.1413125862252,0.02731645922357465,0.8842692429994253,30.690622649330034,0.021848213629285577,0.008055367694386799,0.00741571669119504,1,5,2,1
2014-05-21,1404.72,1455.12,1404.36,1453.74,118140,0.034896634204681254,0.034301551396317256,0.034896634204681344,0.03613531522296257,0.0009824021869126102,0.0002562788313686196,1.0,0.034896634204681254,1404.72,0.039967951240100996,1397.87,0.04507418909592831,1391.04,0.041965610418652544,1395.19,0.059461429144044065,1372.15,86826.35,1.3606468543247527,1406.5876813609823,1397.030848286277,1393.3115,1380.9962,1340.8425999999997,1307.2362,0.03243518004527476,0.03900914311618517,0.04156761181504257,0.050039071635918364,0.07765996670656396,1.0,1.0,1.0,1.0,69.82056153902701,56.940112741899,12.880448797128011,9.017602315141858,5.502896886704983,3.5147054284368746,1.0,1427.5125700202107,1393.3115,1359.1104299797894,0.04909321428870807,1.3834299623214594,32.124149602949316,0.02209758939215356,0.012255259729659835,0.010131900911328744,2,5,2,1
2014-05-22,1453.74,1462.24,1446.67,1461.31,86298,0.005207258519405178,0.00519374763158829,0.0052072585194050764,0.010710305831854346,0.0006397292500722713,0.004863318062376998,1.0,0.005207258519405178,1453.74,0.040285608519847305,1404.72,0.04538333321410426,1397.87,0.05571489463151735,1384.19,0.06116565486391501,1377.08,84276.9,1.0239816604550003,1417.532145088786,1402.874407532979,1397.1225,1384.0392,1342.8648999999998,1307.65965,0.029957952050703847,0.03998849831111881,0.04392462927099657,0.05287776036569928,0.08105405423900483,1.0,1.0,1.0,1.0,71.25074564826505,69.82056153902701,1.4301841092380414,12.996762912869144,7.001670091937815,5.995092820931329,1.0,1442.5951434243825,1397.1225,1351.6498565756174,0.06509471205908225,1.2057814893204195,30.94171034559579,0.02117395374396657,0.012233873302243807,0.010056044053501755,3,5,2,1
2014-05-23,1461.31,1478.88,1460.74,1476.21,124408,0.010196330689586697,0.010144698783870913,0.010196330689586803,0.012413519376449966,0.0018271277141743182,0.0003900609726888452,1.0,0.010196330689586697,1461.31,0.015456684138841936,1453.74,0.05089270459593376,1404.72,0.06122757073844043,1391.04,0.06625592280134063,1384.48,87146.35,1.427575566848181,1429.2677160710286,1409.5412795754353,1401.1280000000002,1387.1818000000003,1345.0299000000002,1308.18505,0.03179919112387221,0.045162084272945414,0.05086132731792894,0.060308628176207815,0.08886276342796744,1.0,1.0,1.0,1.0,73.87503425798977,71.25074564826505,2.624288609724715,17.154831610087058,9.032302395567665,8.122529214519393,1.0,1458.7196162027356,1401.1280000000002,1343.5363837972648,0.08220750167398751,1.151848350066636,30.02730246376753,0.020340806838977876,0.012302176101927817,0.01012918048327369,4,5,2,1
2014-05-26,1476.21,1490.32,1475.63,1488.81,128584,0.00853537098380297,0.008499150661545983,0.008535370983803055,0.009951158710481453,0.001022889697265288,0.00039289802941311005,1.0,0.00853537098380297,1476.21,0.01881873113849908,1461.31,0.024123983655949477,1453.74,0.06505612109852854,1397.87,0.06472098461714504,1398.31,86129.4,1.4929164721918418,1441.1761728568229,1416.7475268867593,1405.609,1390.2902000000001,1347.305,1308.7579,0.031994564211133114,0.048402733131320104,0.055884229686796856,0.06617352113432863,0.09504570764570354,1.0,1.0,1.0,1.0,75.88010365052807,73.87503425798977,2.005069392538303,21.222209288989006,11.470283774251936,9.75192551473707,1.0,1475.2510362772598,1405.609,1335.96696372274,0.09909161975664624,1.0973475536216493,28.931780859212694,0.019432822763960945,0.012264696928950842,0.010207557675865423,0,5,2,1
2014-05-27,1488.81,1536.68,1477.43,1497.45,117019,0.005803292562516438,0.0057865183261461275,0.0058032925625164395,0.03979688476031193,0.026349903614295993,0.007643688583499494,1.0,0.005803292562516438,1488.81,0.014388196801268016,1476.21,0.024731234303467575,1461.31,0.06601315564667698,1404.72,0.06063718268359031,1411.84,90621.6,1.2912925836665872,1452.4309382854583,1424.0841153515994,1411.264,1393.75,1349.3800999999999,1309.48805,0.030063816297400077,0.048993879360513304,0.05755517713446202,0.06925106013556381,0.09888136498714493,1.0,1.0,1.0,1.0,77.17380796146246,75.88010365052807,1.2937043109343875,24.856283432983446,14.147483705998239,10.708799726985207,1.0,1491.2387413809415,1411.264,1331.2892586190583,0.11333774741074899,1.0388326270943082,31.097367940697502,0.02076688232708772,0.012207856982677337,0.009689460029049565,1,5,2,0
2014-05-28,1497.45,1524.49,1479.34,1493.32,88458,-0.002758021970683533,-0.0027618323209112846,0.002758021970683568,0.030151257137133188,0.018057364185782472,0.009335870980667146,-1.0,-0.002758021970683533,1497.45,0.003029264983443136,1488.81,0.011590491867688124,1476.21,0.027226326578342785,1453.74,0.070334506411313,1395.19,92781.15,0.953404867260214,1460.6087506283666,1430.378286683272,1416.581,1396.8864,1351.4279000000001,1310.2982000000002,0.021905050070737255,0.04214884506785407,0.05138818203733964,0.06457664800578566,0.09501787962392508,1.0,1.0,1.0,1.0,75.10022312650801,77.17380796146246,-2.0735848349544455,27.090771341435357,16.736141233085664,10.354630108349692,1.0,1503.588405831198,1416.581,1329.5735941688017,0.12284141299537152,0.9409911964732018,32.10112737350483,0.021496482584780777,0.011018847573780577,0.009796244575071576,2,5,2,1
